"No.","Time","Source","Destination","Protocol","Length","Info"
"406","4.656846","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=58439 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"407","4.657294","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=59899 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"408","4.657334","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=62819 Win=63970 Len=0"
"409","4.658142","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=62819 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"410","4.659270","213.57.24.219","10.0.2.15","TCP","1440","443  >  60202 [PSH, ACK] Seq=64279 Ack=1525 Win=65535 Len=1386 [TCP segment of a reassembled PDU]"
"411","4.659297","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=65665 Win=63970 Len=0"
"412","4.665722","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=65665 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"413","4.666440","213.57.24.219","10.0.2.15","TCP","2538","443  >  60202 [PSH, ACK] Seq=67125 Ack=1525 Win=65535 Len=2484 [TCP segment of a reassembled PDU]"
"414","4.666453","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=69609 Win=65535 Len=0"
"415","4.669541","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=69609 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"416","4.670088","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=71069 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"417","4.670097","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=72529 Win=65535 Len=0"
"419","4.671584","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=78369 Win=65535 Len=0"
"421","4.671715","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=81799 Win=65535 Len=0"
"422","4.672038","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=81799 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"423","4.673678","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=83259 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"424","4.673697","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=86179 Win=65535 Len=0"
"425","4.673824","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=86179 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"426","4.673837","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=89099 Win=65535 Len=0"
"427","4.674170","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=89099 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"428","4.674178","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=92019 Win=65535 Len=0"
"429","4.674580","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=92019 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"430","4.674591","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=94939 Win=65535 Len=0"
"431","4.675105","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=94939 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"432","4.675115","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=97859 Win=65535 Len=0"
"434","4.675484","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=100779 Win=65535 Len=0"
"435","4.675774","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=100779 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"436","4.675802","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=103699 Win=65535 Len=0"
"437","4.676190","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=103699 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"438","4.676200","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=106619 Win=65535 Len=0"
"439","4.676478","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=106619 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"440","4.676488","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=109539 Win=65535 Len=0"
"441","4.676897","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=109539 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"442","4.676905","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=112459 Win=65535 Len=0"
"444","4.681018","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=115379 Win=65535 Len=0"
"445","4.681241","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=115379 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"446","4.681252","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=118299 Win=65535 Len=0"
"447","4.681800","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=118299 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"448","4.681814","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=121219 Win=65535 Len=0"
"450","4.682039","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=124139 Win=65535 Len=0"
"451","4.682806","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=124139 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"452","4.682815","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=127059 Win=65535 Len=0"
"453","4.683742","213.57.24.219","10.0.2.15","TCP","1514","443  >  60202 [PSH, ACK] Seq=127059 Ack=1525 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"454","4.684110","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=128519 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"455","4.684120","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=131439 Win=65535 Len=0"
"457","4.684546","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=135145 Win=65535 Len=0"
"458","4.686555","213.57.24.219","10.0.2.15","TCP","5894","443  >  60202 [PSH, ACK] Seq=135145 Ack=1525 Win=65535 Len=5840 [TCP segment of a reassembled PDU]"
"459","4.686568","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=140985 Win=65535 Len=0"
"460","4.686959","213.57.24.219","10.0.2.15","TCP","3648","443  >  60202 [PSH, ACK] Seq=140985 Ack=1525 Win=65535 Len=3594 [TCP segment of a reassembled PDU]"
"461","4.686969","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=144579 Win=65535 Len=0"
"462","4.692537","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=144579 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"463","4.692590","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=147499 Win=65535 Len=0"
"464","4.693017","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=147499 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"465","4.693028","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=150419 Win=65535 Len=0"
"467","4.693280","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=153339 Win=65535 Len=0"
"468","4.693803","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=153339 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"469","4.693810","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=156259 Win=65535 Len=0"
"470","4.694120","213.57.24.219","10.0.2.15","TCP","2974","443  >  60202 [PSH, ACK] Seq=156259 Ack=1525 Win=65535 Len=2920 [TCP segment of a reassembled PDU]"
"471","4.694127","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=159179 Win=65535 Len=0"
"473","4.696919","10.0.2.15","213.57.24.219","TCP","54","60202  >  443 [ACK] Seq=1525 Ack=166929 Win=65535 Len=0"
"476","5.288091","10.0.2.15","35.186.253.211","TCP","54","39300  >  443 [ACK] Seq=1 Ack=1 Win=63540 Len=0"
"477","5.288500","35.186.253.211","10.0.2.15","TCP","60","[TCP ACKed unseen segment] 443  >  39300 [ACK] Seq=1 Ack=2 Win=65535 Len=0"
"479","5.740820","172.67.154.71","10.0.2.15","TCP","60","443  >  49654 [FIN, ACK] Seq=40 Ack=1 Win=65535 Len=0"
"480","5.741048","10.0.2.15","172.67.154.71","TCP","54","49654  >  443 [FIN, ACK] Seq=1 Ack=41 Win=62780 Len=0"
"481","5.741311","172.67.154.71","10.0.2.15","TCP","60","443  >  49654 [ACK] Seq=41 Ack=2 Win=65535 Len=0"
"483","5.755903","10.0.2.15","104.22.5.69","TCP","54","57272  >  443 [FIN, ACK] Seq=1 Ack=40 Win=62780 Len=0"
"484","5.756343","104.22.5.69","10.0.2.15","TCP","60","443  >  57272 [ACK] Seq=40 Ack=2 Win=65535 Len=0"
"485","5.756568","104.22.5.69","10.0.2.15","TCP","60","443  >  57272 [FIN, ACK] Seq=40 Ack=2 Win=65535 Len=0"
"486","5.756587","10.0.2.15","104.22.5.69","TCP","54","57272  >  443 [ACK] Seq=2 Ack=41 Win=62780 Len=0"
"488","5.888568","10.0.2.15","104.19.159.19","TCP","54","34414  >  443 [ACK] Seq=1 Ack=47 Win=62780 Len=0"
